User,Tweet,Date
USCGSoutheast,"@DeptofDefense @USNavy @RoyalNavy &amp; @USCG! 

@USCGLANTAREA",2022-10-18 23:48:11+00:00
USCGSoutheast,"RT @Southcom: #ContinuingPromise mission to #LatinAmerica, #Caribbean:
The upcoming deployment of the hospital ship #USNSComfort reflects t…",2022-10-18 23:14:38+00:00
USCGSoutheast,RT @USAenEspanol: .@Southcom: Misión #ContinuingPromise a Latinoamérica y el Caribe: La próxima gira del barco hospital #USNSComfort reflej…,2022-10-18 23:01:17+00:00
USCGSoutheast,"RT @NOAACleanCoasts: Since Sept. 26, our pollution support teams have been  responding to and initiating recovery efforts alongside @USCG i…",2022-10-18 21:53:10+00:00
USCGSoutheast,"#Breaking A @USCG Station Key West law enforcement crew stopped this vessel, Tuesday, at approximately 10 a.m., about 20 miles south of Boca Chica, from illegally entering the U.S. #DontTakeToTheSea 
 
@USEmbCuba https://t.co/CWXGRsFzBw",2022-10-18 20:18:22+00:00
USCGSoutheast,"Following Hurricane Fiona, cutter Willow moved up its itinerary to provide maintenance around the island and further inspect the status of the aids to navigation in the most affected areas from the hurricane. #AidstoNavigation #PuertoRico

To read more: 
https://t.co/wv32QvQ5aB https://t.co/ajFxvGSNhN",2022-10-18 16:54:31+00:00
USCGSoutheast,"#ICYMI @USCG Cutter Willow completed its scheduled aids to navigation service mission around Puerto Rico ports and navigable waterwavs Oct. 16, 2022.",2022-10-18 16:54:29+00:00
USCGSoutheast,"RT @Southcom: In Panama today, #SOUTHCOM Commander Gen. Laura Richardson was proud to join President @NitoCortizo as the U.S. delivered a K…",2022-10-17 22:00:35+00:00
USCGSoutheast,RT @femaregion2: 🎥Después de #Fiona: La unión de toda la comunidad es crucial para la recuperación - y Acción Social de Puerto Rico está ha…,2022-10-17 21:52:53+00:00
USCGSoutheast,"RT @Southcom: Hospital ship mission to #LatinAmerica, #Caribbean: This week, @USNavy’s #USNSComfort deploys for the 2-month #ContinuingProm…",2022-10-17 20:13:15+00:00
USCGSoutheast,RT @JMichaelsNews: Recovery continues after Hurricane #Ian. Leading the cleanup necessary because of capsized boats is the @USCG/@USCGSouth…,2022-10-17 13:22:26+00:00
USCGSoutheast,"RT @USAID_Haiti: .@USAID deplwaye yon ekip pou entèvansyon lè gen katastròf pou evalye bezwen ki lye ak detoryasyon kondisyon imanitè yo, e…",2022-10-17 01:20:52+00:00
USCGSoutheast,"RT @USAID_Haiti: Lisez cet article du @MiamiHerald sur le déploiement de @USAID DART en #Haïti. ""Ils sont composés d'experts en réponse aux…",2022-10-17 01:20:48+00:00
USCGSoutheast,"RT @USAID_Haiti: Li atik sa sou @MiamiHerald sou deplwaman @USAID DART la #Ayiti. « Se yon ekip eskpè ki konn reponn ak katastròf, gouvènma…",2022-10-17 01:20:45+00:00
USCGSoutheast,RT @ComdtUSCG: I am so excited to announce the release of the @USCG Strategy to move the Service forward by transforming our total workforc…,2022-10-16 21:10:29+00:00
USCGSoutheast,"@ChrisWallace405 @HSTF_Southeast @TheRBDF @USEmbassyNassau @USEmbassyHaiti @USCG @CBPAMO @CBPAMORegDirSE @USBPChiefMIP @CBPFlorida @CBPSoutheast @CBPCaribbean Good eye, Sir! @HSTF_Southeast is made up of many federal, state &amp; local agency partners with shared goals of preventing &amp; deterring unsafe, illegal maritime migration. @USBPChiefMIP @CBPAMONASOXD @CBPFlorida @HSI_Miami @CBPSoutheast @HSISanJuan @CBPCaribbean @USCISMediaSouth",2022-10-16 21:08:38+00:00
USCGSoutheast,"@precisionportal @MCarinaSotoA @ConsularCubaDom @embacuba_repdom We repatriated 80 people today. 
https://t.co/vf8gfbbiUc",2022-10-16 17:39:26+00:00
USCGSoutheast,"#Breaking #USCGC Dependable's crew transferred 96 Haitians, 1 Ugandan, 1 Bahamian to @TheRBDF, Sun.

Smugglers don't care if you live or die as evident by how overloaded this boat was &amp; how long these people went w/o food &amp; water. - Capt. Kinsey

Read: https://t.co/MHJRDjSQeU https://t.co/y63YqA4dWE",2022-10-16 17:36:53+00:00
USCGSoutheast,"#Breaking @USCG Cutters William Flores, Paul Clark repatriate 80 Cubans to #Cuba, Sat. &amp; Sun. 

""Choose a safe, legal path when coming to the U.S. so families are not missing their loved ones."" -PA1 Groll, #USCG D7

Read: https://t.co/vf8gfaT9G4

@USEmbCuba #DontTakeToTheSea https://t.co/lFw4ffJh7D",2022-10-16 15:58:32+00:00
USCGSoutheast,RT @USEmbassyHaiti: The United States and Canada stand with the Haitian people and are proud to support the @pnh_officiel's efforts to make…,2022-10-16 15:05:00+00:00
USCGSoutheast,"RT @USEmbassyHaiti: As part of our commitment to working with Haitian and int’l partners to improve security, 🇺🇸 and 🇨🇦 provided transporta…",2022-10-16 15:04:57+00:00
USCGSoutheast,RT @USEmbassyHaiti: Les États-Unis et le Canada se tiennent aux côtés du peuple haïtien et sont fiers de soutenir les efforts de la @pnh_of…,2022-10-16 15:04:54+00:00
USCGSoutheast,"RT @USEmbassyHaiti: Dans le cadre de notre engagement à travailler avec des partenaires haïtiens et int’aux pr améliorer la sécurité, 🇺🇸 et…",2022-10-16 15:04:52+00:00
USCGSoutheast,RT @USEmbassyHaiti: Peyi Etazini ak Kanada kanpe ansanm ak pèp ayisyen an e yo fyè pou yo kore jefò @pnh_officiel la pou fè Ayiti pi sekiri…,2022-10-16 15:04:49+00:00
USCGSoutheast,"RT @USEmbassyHaiti: Nan kad angajman nou pou travay ansanm ak patnè ayisyen epi entènasyonal nan lide pou amelyore sekirite, 🇺🇸 ak 🇨🇦 te fo…",2022-10-16 15:04:46+00:00
USCGSoutheast,"#BREAKING: A @USCG Station Fort Pierce boat crew medevaced a 16-year-old female after two personal watercrafts collided in Fort Pierce Inlet, Saturday. She was transferred to local EMS in stable condition. #SARSaturday https://t.co/RqDTsaJYx2",2022-10-15 22:31:55+00:00
USCGSoutheast,"RT @CCOEM: Report displaced or damaged vessels by calling the Hurricane Ian Vessel Hotline at 850-488-5600, 8 a.m.-5 p.m., Monday-Friday. C…",2022-10-15 15:56:37+00:00
USCGSoutheast,"The @USCG was there for the rescues &amp; we’re still here for the recovery efforts. We are #Floridians. 

#HurricaneIan clean-up continues throughout the areas impacted by the storm. @USCGSoutheast members are working alongside our federal, state &amp; local partners to finish the job. https://t.co/onBgVDxvR3",2022-10-15 15:56:04+00:00
USCGSoutheast,"RT @HSTF_Southeast: #RegionalSecurity contributes to prevention &amp; deterrence of irregular, illegal maritime migration &amp; supports #HomelandS…",2022-10-15 15:07:48+00:00
USCGSoutheast,"#RegionalPartnerships w/ Caribbean #CoastGuard &amp; navies are vital to our common #HomelandSecurity &amp; #NationalSecurity interests.

🇺🇸🇭🇹 

The @USCG Cutter Northland’s patrol at Gov’t of #Haiti &amp; @USEmbassyHaiti request is an example of our continued, routine cooperation &amp; support. https://t.co/np115P149r",2022-10-15 15:01:01+00:00
USCGSoutheast,"RT @ICEgov: ICE will not conduct immigration enforcement where disaster and emergency relief are provided, including evacuation routes. ➡️…",2022-10-15 14:14:32+00:00
USCGSoutheast,RT @USAIDSavesLives: HAITI UPDATE: @USAID is deploying a Disaster Assistance Response Team to assess the needs related to the worsening hum…,2022-10-15 14:14:26+00:00
USCGSoutheast,RT @DHSgov: #CyberMonth: @ICEgov - through @HSI_HQ - is a worldwide law enforcement leader in dark net &amp; other cyber-related criminal inves…,2022-10-15 09:54:03+00:00
USCGSoutheast,@USNavy @USCG BZ to the PAT4 FRCs! @USCGLANTAREA,2022-10-14 21:51:42+00:00
USCGSoutheast,"A @USCG MH-60 Jayhawk helicopter crew from #USCG Air Station Clearwater medevaced a 58 year-old man from the @CarnivalCruise ship Sunshine, Friday. #SAR #medevac

If you want to join our lifesaving crews, visit https://t.co/kGZtblrxMa 
#PADETjacksonville https://t.co/fEuJ2pN29q",2022-10-14 21:50:59+00:00
USCGSoutheast,RT @USEmbassyHaiti: Watch @StateDeptSpox Ned Price during the press conference announcing the U.S. sanctions against those involved in oper…,2022-10-14 21:07:06+00:00
USCGSoutheast,RT @CBPAMO: Partnerships are the key to saving lives at sea!  The crews of AMO's Southeast Region are proud to be a part of the @HSTF_South…,2022-10-14 21:07:00+00:00
USCGSoutheast,"RT @HSTF_Southeast: #HSTFSE discourages perilous migrant ventures in the #FloridaStraits, #WindwardPass, #MonaPass &amp; #Caribbean.

Those try…",2022-10-14 21:06:47+00:00
